chunk_id,section_id,report_id,year,chunk_index,heading,theme,start_pdf_page,end_pdf_page,word_count
R2009_S045_C081,R2009_S045,R2009,2009,81,"personalkontinuitet hade en kommun med i snitt 22 olika personer. Brukarna har angivit ett NKI (Nöjd Kund Index) på 70 för särskilt boende som hel- het, och 73 för hemtjänsten som helhet. NKI är ett värde mellan 0 och 100, där",omsorgsinsatser_och_boende,102,166,886
R2009_S045_C082,R2009_S045,R2009,2009,82,"personalkontinuitet hade en kommun med i snitt 22 olika personer. Brukarna har angivit ett NKI (Nöjd Kund Index) på 70 för särskilt boende som hel- het, och 73 för hemtjänsten som helhet. NKI är ett värde mellan 0 och 100, där",omsorgsinsatser_och_boende,102,166,890
R2009_S045_C083,R2009_S045,R2009,2009,83,"personalkontinuitet hade en kommun med i snitt 22 olika personer. Brukarna har angivit ett NKI (Nöjd Kund Index) på 70 för särskilt boende som hel- het, och 73 för hemtjänsten som helhet. NKI är ett värde mellan 0 och 100, där",omsorgsinsatser_och_boende,102,166,888
R2009_S045_C084,R2009_S045,R2009,2009,84,"personalkontinuitet hade en kommun med i snitt 22 olika personer. Brukarna har angivit ett NKI (Nöjd Kund Index) på 70 för särskilt boende som hel- het, och 73 för hemtjänsten som helhet. NKI är ett värde mellan 0 och 100, där",omsorgsinsatser_och_boende,102,166,891
R2009_S045_C085,R2009_S045,R2009,2009,85,"personalkontinuitet hade en kommun med i snitt 22 olika personer. Brukarna har angivit ett NKI (Nöjd Kund Index) på 70 för särskilt boende som hel- het, och 73 för hemtjänsten som helhet. NKI är ett värde mellan 0 och 100, där",omsorgsinsatser_och_boende,102,166,894
R2009_S045_C086,R2009_S045,R2009,2009,86,"personalkontinuitet hade en kommun med i snitt 22 olika personer. Brukarna har angivit ett NKI (Nöjd Kund Index) på 70 för särskilt boende som hel- het, och 73 för hemtjänsten som helhet. NKI är ett värde mellan 0 och 100, där",omsorgsinsatser_och_boende,102,166,925
R2009_S045_C087,R2009_S045,R2009,2009,87,"personalkontinuitet hade en kommun med i snitt 22 olika personer. Brukarna har angivit ett NKI (Nöjd Kund Index) på 70 för särskilt boende som hel- het, och 73 för hemtjänsten som helhet. NKI är ett värde mellan 0 och 100, där",omsorgsinsatser_och_boende,102,166,452
R2010_S001_C001,R2010_S001,R2010,2010,1,KapITel,ovrigt,1,1,176
R2010_S002_C001,R2010_S002,R2010,2010,1,15Öppna jämförelser. Vård och omsorg om äldre 2010. KapITel,metod_indikatorer_och_datakallor,2,4,137
R2010_S003_C001,R2010_S003,R2010,2010,1,Tillgänglighet,ovrigt,5,5,259
R2010_S004_C001,R2010_S004,R2010,2010,1,Fallskador,lakemedel_och_patientsakerhet,6,6,215
R2010_S005_C001,R2010_S005,R2010,2010,1,Standardkostnad,ovrigt,7,10,718
R2010_S006_C001,R2010_S006,R2010,2010,1,Pages 11-20,ovrigt,11,20,870
R2010_S006_C002,R2010_S006,R2010,2010,2,Pages 11-20,ovrigt,11,20,879
R2010_S006_C003,R2010_S006,R2010,2010,3,Pages 11-20,ovrigt,11,20,693
R2010_S007_C001,R2010_S007,R2010,2010,1,Pages 21-30,ovrigt,21,30,866
R2010_S007_C002,R2010_S007,R2010,2010,2,Pages 21-30,ovrigt,21,30,868
R2010_S007_C003,R2010_S007,R2010,2010,3,Pages 21-30,ovrigt,21,30,700
R2010_S008_C001,R2010_S008,R2010,2010,1,Pages 31-40,ovrigt,31,40,864
R2010_S008_C002,R2010_S008,R2010,2010,2,Pages 31-40,ovrigt,31,40,869
R2010_S008_C003,R2010_S008,R2010,2010,3,Pages 31-40,ovrigt,31,40,858
R2010_S008_C004,R2010_S008,R2010,2010,4,Pages 31-40,ovrigt,31,40,661
R2010_S009_C001,R2010_S009,R2010,2010,1,Pages 41-50,ovrigt,41,50,880
R2010_S009_C002,R2010_S009,R2010,2010,2,Pages 41-50,ovrigt,41,50,877
R2010_S009_C003,R2010_S009,R2010,2010,3,Pages 41-50,ovrigt,41,50,867
R2010_S009_C004,R2010_S009,R2010,2010,4,Pages 41-50,ovrigt,41,50,693
R2010_S010_C001,R2010_S010,R2010,2010,1,Pages 51-60,ovrigt,51,60,890
R2010_S010_C002,R2010_S010,R2010,2010,2,Pages 51-60,ovrigt,51,60,908
R2010_S010_C003,R2010_S010,R2010,2010,3,Pages 51-60,ovrigt,51,60,666
R2010_S011_C001,R2010_S011,R2010,2010,1,Pages 61-70,ovrigt,61,70,859
R2010_S011_C002,R2010_S011,R2010,2010,2,Pages 61-70,ovrigt,61,70,880
R2010_S011_C003,R2010_S011,R2010,2010,3,Pages 61-70,ovrigt,61,70,879
R2010_S011_C004,R2010_S011,R2010,2010,4,Pages 61-70,ovrigt,61,70,877
R2010_S011_C005,R2010_S011,R2010,2010,5,Pages 61-70,ovrigt,61,70,301
R2010_S012_C001,R2010_S012,R2010,2010,1,Pages 71-80,ovrigt,71,79,877
R2010_S012_C002,R2010_S012,R2010,2010,2,Pages 71-80,ovrigt,71,79,886
R2010_S012_C003,R2010_S012,R2010,2010,3,Pages 71-80,ovrigt,71,79,856
R2010_S012_C004,R2010_S012,R2010,2010,4,Pages 71-80,ovrigt,71,79,868
R2010_S012_C005,R2010_S012,R2010,2010,5,Pages 71-80,ovrigt,71,79,866
R2010_S012_C006,R2010_S012,R2010,2010,6,Pages 71-80,ovrigt,71,79,866
R2010_S012_C007,R2010_S012,R2010,2010,7,Pages 71-80,ovrigt,71,79,626
R2010_S013_C001,R2010_S013,R2010,2010,1,"i äldreomsorgen. I de indikatorer som redovisas synliggörs könsrelaterade skillnader i resultat med hjälp av könsuppdelad statistik. Indikatorer och datakällor Till mycket stor del avser vården och omsorgen om äldre, personer som är",metod_indikatorer_och_datakallor,80,80,866
R2010_S014_C001,R2010_S014,R2010,2010,1,Pages 81-90,ovrigt,81,90,867
R2010_S014_C002,R2010_S014,R2010,2010,2,Pages 81-90,ovrigt,81,90,867
R2010_S014_C003,R2010_S014,R2010,2010,3,Pages 81-90,ovrigt,81,90,866
R2010_S014_C004,R2010_S014,R2010,2010,4,Pages 81-90,ovrigt,81,90,866
R2010_S014_C005,R2010_S014,R2010,2010,5,Pages 81-90,ovrigt,81,90,868
R2010_S014_C006,R2010_S014,R2010,2010,6,Pages 81-90,ovrigt,81,90,868
R2010_S014_C007,R2010_S014,R2010,2010,7,Pages 81-90,ovrigt,81,90,866
R2010_S014_C008,R2010_S014,R2010,2010,8,Pages 81-90,ovrigt,81,90,866
R2010_S014_C009,R2010_S014,R2010,2010,9,Pages 81-90,ovrigt,81,90,854
R2010_S014_C010,R2010_S014,R2010,2010,10,Pages 81-90,ovrigt,81,90,863
R2010_S014_C011,R2010_S014,R2010,2010,11,Pages 81-90,ovrigt,81,90,868
R2010_S014_C012,R2010_S014,R2010,2010,12,Pages 81-90,ovrigt,81,90,868
R2010_S014_C013,R2010_S014,R2010,2010,13,Pages 81-90,ovrigt,81,90,491
R2010_S015_C001,R2010_S015,R2010,2010,1,Pages 91-100,ovrigt,91,100,862
R2010_S015_C002,R2010_S015,R2010,2010,2,Pages 91-100,ovrigt,91,100,867
R2010_S015_C003,R2010_S015,R2010,2010,3,Pages 91-100,ovrigt,91,100,866
R2010_S015_C004,R2010_S015,R2010,2010,4,Pages 91-100,ovrigt,91,100,871
R2010_S015_C005,R2010_S015,R2010,2010,5,Pages 91-100,ovrigt,91,100,872
R2010_S015_C006,R2010_S015,R2010,2010,6,Pages 91-100,ovrigt,91,100,870
R2010_S015_C007,R2010_S015,R2010,2010,7,Pages 91-100,ovrigt,91,100,873
R2010_S015_C008,R2010_S015,R2010,2010,8,Pages 91-100,ovrigt,91,100,875
R2010_S015_C009,R2010_S015,R2010,2010,9,Pages 91-100,ovrigt,91,100,878
R2010_S015_C010,R2010_S015,R2010,2010,10,Pages 91-100,ovrigt,91,100,610
R2010_S016_C001,R2010_S016,R2010,2010,1,Pages 101-110,ovrigt,101,110,885
R2010_S016_C002,R2010_S016,R2010,2010,2,Pages 101-110,ovrigt,101,110,883
R2010_S016_C003,R2010_S016,R2010,2010,3,Pages 101-110,ovrigt,101,110,872
R2010_S016_C004,R2010_S016,R2010,2010,4,Pages 101-110,ovrigt,101,110,868
R2010_S016_C005,R2010_S016,R2010,2010,5,Pages 101-110,ovrigt,101,110,870
R2010_S016_C006,R2010_S016,R2010,2010,6,Pages 101-110,ovrigt,101,110,871
R2010_S016_C007,R2010_S016,R2010,2010,7,Pages 101-110,ovrigt,101,110,877
R2010_S016_C008,R2010_S016,R2010,2010,8,Pages 101-110,ovrigt,101,110,888
R2010_S016_C009,R2010_S016,R2010,2010,9,Pages 101-110,ovrigt,101,110,464
R2010_S017_C001,R2010_S017,R2010,2010,1,Pages 111-120,ovrigt,111,120,917
R2010_S017_C002,R2010_S017,R2010,2010,2,Pages 111-120,ovrigt,111,120,1000
R2010_S017_C003,R2010_S017,R2010,2010,3,Pages 111-120,ovrigt,111,120,993
R2010_S017_C004,R2010_S017,R2010,2010,4,Pages 111-120,ovrigt,111,120,996
R2010_S017_C005,R2010_S017,R2010,2010,5,Pages 111-120,ovrigt,111,120,981
R2010_S017_C006,R2010_S017,R2010,2010,6,Pages 111-120,ovrigt,111,120,995
R2010_S017_C007,R2010_S017,R2010,2010,7,Pages 111-120,ovrigt,111,120,996
R2010_S017_C008,R2010_S017,R2010,2010,8,Pages 111-120,ovrigt,111,120,1000
R2010_S017_C009,R2010_S017,R2010,2010,9,Pages 111-120,ovrigt,111,120,999
R2010_S017_C010,R2010_S017,R2010,2010,10,Pages 111-120,ovrigt,111,120,1002
R2010_S017_C011,R2010_S017,R2010,2010,11,Pages 111-120,ovrigt,111,120,991
R2010_S017_C012,R2010_S017,R2010,2010,12,Pages 111-120,ovrigt,111,120,994
R2010_S017_C013,R2010_S017,R2010,2010,13,Pages 111-120,ovrigt,111,120,995
R2010_S017_C014,R2010_S017,R2010,2010,14,Pages 111-120,ovrigt,111,120,125
R2010_S018_C001,R2010_S018,R2010,2010,1,Pages 121-130,ovrigt,121,130,988
R2010_S018_C002,R2010_S018,R2010,2010,2,Pages 121-130,ovrigt,121,130,989
R2010_S018_C003,R2010_S018,R2010,2010,3,Pages 121-130,ovrigt,121,130,980
R2010_S018_C004,R2010_S018,R2010,2010,4,Pages 121-130,ovrigt,121,130,998
R2010_S018_C005,R2010_S018,R2010,2010,5,Pages 121-130,ovrigt,121,130,995
R2010_S018_C006,R2010_S018,R2010,2010,6,Pages 121-130,ovrigt,121,130,993
R2010_S018_C007,R2010_S018,R2010,2010,7,Pages 121-130,ovrigt,121,130,993
R2010_S018_C008,R2010_S018,R2010,2010,8,Pages 121-130,ovrigt,121,130,996
R2010_S018_C009,R2010_S018,R2010,2010,9,Pages 121-130,ovrigt,121,130,998
R2010_S018_C010,R2010_S018,R2010,2010,10,Pages 121-130,ovrigt,121,130,996
R2010_S018_C011,R2010_S018,R2010,2010,11,Pages 121-130,ovrigt,121,130,976
R2010_S018_C012,R2010_S018,R2010,2010,12,Pages 121-130,ovrigt,121,130,1005
R2010_S018_C013,R2010_S018,R2010,2010,13,Pages 121-130,ovrigt,121,130,891
R2010_S018_C014,R2010_S018,R2010,2010,14,Pages 121-130,ovrigt,121,130,174
R2010_S019_C001,R2010_S019,R2010,2010,1,Pages 131-140,ovrigt,131,140,873
R2010_S019_C002,R2010_S019,R2010,2010,2,Pages 131-140,ovrigt,131,140,869
R2010_S019_C003,R2010_S019,R2010,2010,3,Pages 131-140,ovrigt,131,140,868
R2010_S019_C004,R2010_S019,R2010,2010,4,Pages 131-140,ovrigt,131,140,869
R2010_S019_C005,R2010_S019,R2010,2010,5,Pages 131-140,ovrigt,131,140,868
R2010_S019_C006,R2010_S019,R2010,2010,6,Pages 131-140,ovrigt,131,140,869
R2010_S019_C007,R2010_S019,R2010,2010,7,Pages 131-140,ovrigt,131,140,868
R2010_S019_C008,R2010_S019,R2010,2010,8,Pages 131-140,ovrigt,131,140,871
R2010_S019_C009,R2010_S019,R2010,2010,9,Pages 131-140,ovrigt,131,140,870
R2010_S019_C010,R2010_S019,R2010,2010,10,Pages 131-140,ovrigt,131,140,871
R2010_S019_C011,R2010_S019,R2010,2010,11,Pages 131-140,ovrigt,131,140,654
R2010_S020_C001,R2010_S020,R2010,2010,1,Pages 141-150,ovrigt,141,150,867
R2010_S020_C002,R2010_S020,R2010,2010,2,Pages 141-150,ovrigt,141,150,870
R2010_S020_C003,R2010_S020,R2010,2010,3,Pages 141-150,ovrigt,141,150,870
R2010_S020_C004,R2010_S020,R2010,2010,4,Pages 141-150,ovrigt,141,150,871
R2010_S020_C005,R2010_S020,R2010,2010,5,Pages 141-150,ovrigt,141,150,868
R2010_S020_C006,R2010_S020,R2010,2010,6,Pages 141-150,ovrigt,141,150,869
R2010_S020_C007,R2010_S020,R2010,2010,7,Pages 141-150,ovrigt,141,150,868
R2010_S020_C008,R2010_S020,R2010,2010,8,Pages 141-150,ovrigt,141,150,413
R2011_S001_C001,R2011_S001,R2011,2011,1,Pages 1-10,ovrigt,1,1,165
R2011_S002_C001,R2011_S002,R2011,2011,1,"t olkning av resultat, indikatorer och datakällor KapItel",metod_indikatorer_och_datakallor,2,4,97
R2011_S003_C001,R2011_S003,R2011,2011,1,Fall,lakemedel_och_patientsakerhet,5,6,246
R2011_S004_C001,R2011_S004,R2011,2011,1,Kostnader,personal_kompetens_och_resurser,7,9,596
R2011_S005_C001,R2011_S005,R2011,2011,1,"och delfrågorna redovisas i form av andelen äldre som uppgav att de var mycket nöjda med olika aspekter av omsorgen. Andelen mycket nöjda beräknas utifrån an- delen som svarade 8-10 på den 10-gradiga skalan, där",brukarperspektiv_och_kvalitet,10,10,2
R2011_S006_C001,R2011_S006,R2011,2011,1,Pages 11-20,ovrigt,11,20,828
R2011_S006_C002,R2011_S006,R2011,2011,2,Pages 11-20,ovrigt,11,20,831
R2011_S006_C003,R2011_S006,R2011,2011,3,Pages 11-20,ovrigt,11,20,830
R2011_S006_C004,R2011_S006,R2011,2011,4,Pages 11-20,ovrigt,11,20,606
R2011_S007_C001,R2011_S007,R2011,2011,1,Pages 21-30,ovrigt,21,30,972
R2011_S007_C002,R2011_S007,R2011,2011,2,Pages 21-30,ovrigt,21,30,941
R2011_S007_C003,R2011_S007,R2011,2011,3,Pages 21-30,ovrigt,21,30,931
R2011_S007_C004,R2011_S007,R2011,2011,4,Pages 21-30,ovrigt,21,30,865
R2011_S007_C005,R2011_S007,R2011,2011,5,Pages 21-30,ovrigt,21,30,485
R2011_S008_C001,R2011_S008,R2011,2011,1,Pages 31-40,ovrigt,31,40,917
R2011_S008_C002,R2011_S008,R2011,2011,2,Pages 31-40,ovrigt,31,40,892
R2011_S008_C003,R2011_S008,R2011,2011,3,Pages 31-40,ovrigt,31,40,898
R2011_S008_C004,R2011_S008,R2011,2011,4,Pages 31-40,ovrigt,31,40,908
R2011_S008_C005,R2011_S008,R2011,2011,5,Pages 31-40,ovrigt,31,40,550
R2011_S009_C001,R2011_S009,R2011,2011,1,Pages 41-50,ovrigt,41,50,903
R2011_S009_C002,R2011_S009,R2011,2011,2,Pages 41-50,ovrigt,41,50,893
R2011_S009_C003,R2011_S009,R2011,2011,3,Pages 41-50,ovrigt,41,50,956
R2011_S009_C004,R2011_S009,R2011,2011,4,Pages 41-50,ovrigt,41,50,932
R2011_S009_C005,R2011_S009,R2011,2011,5,Pages 41-50,ovrigt,41,50,292
R2011_S010_C001,R2011_S010,R2011,2011,1,Pages 51-60,ovrigt,51,60,829
R2011_S010_C002,R2011_S010,R2011,2011,2,Pages 51-60,ovrigt,51,60,903
R2011_S010_C003,R2011_S010,R2011,2011,3,Pages 51-60,ovrigt,51,60,963
R2011_S010_C004,R2011_S010,R2011,2011,4,Pages 51-60,ovrigt,51,60,862
R2011_S010_C005,R2011_S010,R2011,2011,5,Pages 51-60,ovrigt,51,60,857
R2011_S010_C006,R2011_S010,R2011,2011,6,Pages 51-60,ovrigt,51,60,860
R2011_S010_C007,R2011_S010,R2011,2011,7,Pages 51-60,ovrigt,51,60,859
R2011_S010_C008,R2011_S010,R2011,2011,8,Pages 51-60,ovrigt,51,60,857
R2011_S010_C009,R2011_S010,R2011,2011,9,Pages 51-60,ovrigt,51,60,260
R2011_S011_C001,R2011_S011,R2011,2011,1,Pages 61-70,ovrigt,61,70,859
R2011_S011_C002,R2011_S011,R2011,2011,2,Pages 61-70,ovrigt,61,70,857
R2011_S011_C003,R2011_S011,R2011,2011,3,Pages 61-70,ovrigt,61,70,859
R2011_S011_C004,R2011_S011,R2011,2011,4,Pages 61-70,ovrigt,61,70,857
R2011_S011_C005,R2011_S011,R2011,2011,5,Pages 61-70,ovrigt,61,70,855
R2011_S011_C006,R2011_S011,R2011,2011,6,Pages 61-70,ovrigt,61,70,856
R2011_S011_C007,R2011_S011,R2011,2011,7,Pages 61-70,ovrigt,61,70,861
R2011_S011_C008,R2011_S011,R2011,2011,8,Pages 61-70,ovrigt,61,70,861
R2011_S011_C009,R2011_S011,R2011,2011,9,Pages 61-70,ovrigt,61,70,857
R2011_S011_C010,R2011_S011,R2011,2011,10,Pages 61-70,ovrigt,61,70,856
R2011_S011_C011,R2011_S011,R2011,2011,11,Pages 61-70,ovrigt,61,70,855
R2011_S011_C012,R2011_S011,R2011,2011,12,Pages 61-70,ovrigt,61,70,857
R2011_S011_C013,R2011_S011,R2011,2011,13,Pages 61-70,ovrigt,61,70,135
R2011_S012_C001,R2011_S012,R2011,2011,1,Pages 71-80,ovrigt,71,80,859
R2011_S012_C002,R2011_S012,R2011,2011,2,Pages 71-80,ovrigt,71,80,859
R2011_S012_C003,R2011_S012,R2011,2011,3,Pages 71-80,ovrigt,71,80,861
R2011_S012_C004,R2011_S012,R2011,2011,4,Pages 71-80,ovrigt,71,80,857
R2011_S012_C005,R2011_S012,R2011,2011,5,Pages 71-80,ovrigt,71,80,859
R2011_S012_C006,R2011_S012,R2011,2011,6,Pages 71-80,ovrigt,71,80,855
R2011_S012_C007,R2011_S012,R2011,2011,7,Pages 71-80,ovrigt,71,80,862
R2011_S012_C008,R2011_S012,R2011,2011,8,Pages 71-80,ovrigt,71,80,855
R2011_S012_C009,R2011_S012,R2011,2011,9,Pages 71-80,ovrigt,71,80,858
R2011_S012_C010,R2011_S012,R2011,2011,10,Pages 71-80,ovrigt,71,80,855
R2011_S012_C011,R2011_S012,R2011,2011,11,Pages 71-80,ovrigt,71,80,474
R2011_S013_C001,R2011_S013,R2011,2011,1,Pages 81-90,ovrigt,81,90,856
R2011_S013_C002,R2011_S013,R2011,2011,2,Pages 81-90,ovrigt,81,90,854
R2011_S013_C003,R2011_S013,R2011,2011,3,Pages 81-90,ovrigt,81,90,856
R2011_S013_C004,R2011_S013,R2011,2011,4,Pages 81-90,ovrigt,81,90,854
R2011_S013_C005,R2011_S013,R2011,2011,5,Pages 81-90,ovrigt,81,90,856
R2011_S013_C006,R2011_S013,R2011,2011,6,Pages 81-90,ovrigt,81,90,855
R2011_S013_C007,R2011_S013,R2011,2011,7,Pages 81-90,ovrigt,81,90,855
R2011_S013_C008,R2011_S013,R2011,2011,8,Pages 81-90,ovrigt,81,90,856
R2011_S013_C009,R2011_S013,R2011,2011,9,Pages 81-90,ovrigt,81,90,855
R2011_S013_C010,R2011_S013,R2011,2011,10,Pages 81-90,ovrigt,81,90,857
R2011_S013_C011,R2011_S013,R2011,2011,11,Pages 81-90,ovrigt,81,90,858
R2011_S013_C012,R2011_S013,R2011,2011,12,Pages 81-90,ovrigt,81,90,855
R2011_S013_C013,R2011_S013,R2011,2011,13,Pages 81-90,ovrigt,81,90,125
R2011_S014_C001,R2011_S014,R2011,2011,1,Pages 91-100,ovrigt,91,100,856
R2011_S014_C002,R2011_S014,R2011,2011,2,Pages 91-100,ovrigt,91,100,854
R2011_S014_C003,R2011_S014,R2011,2011,3,Pages 91-100,ovrigt,91,100,856
R2011_S014_C004,R2011_S014,R2011,2011,4,Pages 91-100,ovrigt,91,100,855
R2011_S014_C005,R2011_S014,R2011,2011,5,Pages 91-100,ovrigt,91,100,857
R2011_S014_C006,R2011_S014,R2011,2011,6,Pages 91-100,ovrigt,91,100,857
R2011_S014_C007,R2011_S014,R2011,2011,7,Pages 91-100,ovrigt,91,100,856
R2011_S014_C008,R2011_S014,R2011,2011,8,Pages 91-100,ovrigt,91,100,856
R2011_S014_C009,R2011_S014,R2011,2011,9,Pages 91-100,ovrigt,91,100,857
R2011_S014_C010,R2011_S014,R2011,2011,10,Pages 91-100,ovrigt,91,100,856
R2011_S014_C011,R2011_S014,R2011,2011,11,Pages 91-100,ovrigt,91,100,357
R2011_S015_C001,R2011_S015,R2011,2011,1,Pages 101-110,ovrigt,101,110,849
R2011_S015_C002,R2011_S015,R2011,2011,2,Pages 101-110,ovrigt,101,110,858
R2011_S015_C003,R2011_S015,R2011,2011,3,Pages 101-110,ovrigt,101,110,858
R2011_S015_C004,R2011_S015,R2011,2011,4,Pages 101-110,ovrigt,101,110,853
R2011_S015_C005,R2011_S015,R2011,2011,5,Pages 101-110,ovrigt,101,110,849
R2011_S015_C006,R2011_S015,R2011,2011,6,Pages 101-110,ovrigt,101,110,853
R2011_S015_C007,R2011_S015,R2011,2011,7,Pages 101-110,ovrigt,101,110,857
R2011_S015_C008,R2011_S015,R2011,2011,8,Pages 101-110,ovrigt,101,110,800
R2011_S016_C001,R2011_S016,R2011,2011,1,Pages 111-120,ovrigt,111,120,855
R2011_S016_C002,R2011_S016,R2011,2011,2,Pages 111-120,ovrigt,111,120,858
R2011_S016_C003,R2011_S016,R2011,2011,3,Pages 111-120,ovrigt,111,120,851
R2011_S016_C004,R2011_S016,R2011,2011,4,Pages 111-120,ovrigt,111,120,851
R2011_S016_C005,R2011_S016,R2011,2011,5,Pages 111-120,ovrigt,111,120,850
R2011_S016_C006,R2011_S016,R2011,2011,6,Pages 111-120,ovrigt,111,120,849
R2011_S016_C007,R2011_S016,R2011,2011,7,Pages 111-120,ovrigt,111,120,858
R2011_S016_C008,R2011_S016,R2011,2011,8,Pages 111-120,ovrigt,111,120,588
R2011_S017_C001,R2011_S017,R2011,2011,1,Pages 121-130,ovrigt,121,130,884
R2011_S017_C002,R2011_S017,R2011,2011,2,Pages 121-130,ovrigt,121,130,921
R2011_S017_C003,R2011_S017,R2011,2011,3,Pages 121-130,ovrigt,121,130,916
R2011_S017_C004,R2011_S017,R2011,2011,4,Pages 121-130,ovrigt,121,130,923
R2011_S017_C005,R2011_S017,R2011,2011,5,Pages 121-130,ovrigt,121,130,923
R2011_S017_C006,R2011_S017,R2011,2011,6,Pages 121-130,ovrigt,121,130,926
R2011_S017_C007,R2011_S017,R2011,2011,7,Pages 121-130,ovrigt,121,130,922
R2011_S017_C008,R2011_S017,R2011,2011,8,Pages 121-130,ovrigt,121,130,912
R2011_S017_C009,R2011_S017,R2011,2011,9,Pages 121-130,ovrigt,121,130,777
R2011_S018_C001,R2011_S018,R2011,2011,1,Pages 131-140,ovrigt,131,140,903
R2011_S018_C002,R2011_S018,R2011,2011,2,Pages 131-140,ovrigt,131,140,912
R2011_S018_C003,R2011_S018,R2011,2011,3,Pages 131-140,ovrigt,131,140,911
R2011_S018_C004,R2011_S018,R2011,2011,4,Pages 131-140,ovrigt,131,140,910
R2011_S018_C005,R2011_S018,R2011,2011,5,Pages 131-140,ovrigt,131,140,910
R2011_S018_C006,R2011_S018,R2011,2011,6,Pages 131-140,ovrigt,131,140,905
R2011_S018_C007,R2011_S018,R2011,2011,7,Pages 131-140,ovrigt,131,140,900
R2011_S018_C008,R2011_S018,R2011,2011,8,Pages 131-140,ovrigt,131,140,919
R2011_S018_C009,R2011_S018,R2011,2011,9,Pages 131-140,ovrigt,131,140,920
R2011_S018_C010,R2011_S018,R2011,2011,10,Pages 131-140,ovrigt,131,140,534
R2011_S019_C001,R2011_S019,R2011,2011,1,Pages 141-150,ovrigt,141,150,902
R2011_S019_C002,R2011_S019,R2011,2011,2,Pages 141-150,ovrigt,141,150,891
R2011_S019_C003,R2011_S019,R2011,2011,3,Pages 141-150,ovrigt,141,150,870
R2011_S019_C004,R2011_S019,R2011,2011,4,Pages 141-150,ovrigt,141,150,870
R2011_S019_C005,R2011_S019,R2011,2011,5,Pages 141-150,ovrigt,141,150,868
R2011_S019_C006,R2011_S019,R2011,2011,6,Pages 141-150,ovrigt,141,150,869
R2011_S019_C007,R2011_S019,R2011,2011,7,Pages 141-150,ovrigt,141,150,867
R2011_S019_C008,R2011_S019,R2011,2011,8,Pages 141-150,ovrigt,141,150,871
R2011_S019_C009,R2011_S019,R2011,2011,9,Pages 141-150,ovrigt,141,150,872
R2011_S019_C010,R2011_S019,R2011,2011,10,Pages 141-150,ovrigt,141,150,863
R2011_S020_C001,R2011_S020,R2011,2011,1,Pages 151-160,ovrigt,151,160,869
R2011_S020_C002,R2011_S020,R2011,2011,2,Pages 151-160,ovrigt,151,160,867
R2011_S020_C003,R2011_S020,R2011,2011,3,Pages 151-160,ovrigt,151,160,870
R2011_S020_C004,R2011_S020,R2011,2011,4,Pages 151-160,ovrigt,151,160,866
R2011_S020_C005,R2011_S020,R2011,2011,5,Pages 151-160,ovrigt,151,160,876
R2011_S020_C006,R2011_S020,R2011,2011,6,Pages 151-160,ovrigt,151,160,879
R2011_S020_C007,R2011_S020,R2011,2011,7,Pages 151-160,ovrigt,151,160,867
R2011_S020_C008,R2011_S020,R2011,2011,8,Pages 151-160,ovrigt,151,160,870
R2011_S020_C009,R2011_S020,R2011,2011,9,Pages 151-160,ovrigt,151,160,868
R2011_S020_C010,R2011_S020,R2011,2011,10,Pages 151-160,ovrigt,151,160,871
R2011_S020_C011,R2011_S020,R2011,2011,11,Pages 151-160,ovrigt,151,160,872
R2011_S020_C012,R2011_S020,R2011,2011,12,Pages 151-160,ovrigt,151,160,795
R2011_S021_C001,R2011_S021,R2011,2011,1,Pages 161-168,ovrigt,161,168,872
R2011_S021_C002,R2011_S021,R2011,2011,2,Pages 161-168,ovrigt,161,168,867
R2011_S021_C003,R2011_S021,R2011,2011,3,Pages 161-168,ovrigt,161,168,871
R2011_S021_C004,R2011_S021,R2011,2011,4,Pages 161-168,ovrigt,161,168,867
R2011_S021_C005,R2011_S021,R2011,2011,5,Pages 161-168,ovrigt,161,168,869
R2011_S021_C006,R2011_S021,R2011,2011,6,Pages 161-168,ovrigt,161,168,624
R2012_S001_C001,R2012_S001,R2012,2012,1,Pages 1-10,ovrigt,1,6,526
R2012_S002_C001,R2012_S002,R2012,2012,1,Trygghet,brukarperspektiv_och_kvalitet,7,10,522
R2012_S003_C001,R2012_S003,R2012,2012,1,Pages 11-20,ovrigt,11,20,819
R2012_S003_C002,R2012_S003,R2012,2012,2,Pages 11-20,ovrigt,11,20,884
R2012_S003_C003,R2012_S003,R2012,2012,3,Pages 11-20,ovrigt,11,20,863
R2012_S003_C004,R2012_S003,R2012,2012,4,Pages 11-20,ovrigt,11,20,829
R2012_S003_C005,R2012_S003,R2012,2012,5,Pages 11-20,ovrigt,11,20,466
R2012_S004_C001,R2012_S004,R2012,2012,1,Pages 21-30,ovrigt,21,24,824
R2012_S004_C002,R2012_S004,R2012,2012,2,Pages 21-30,ovrigt,21,24,826
R2012_S004_C003,R2012_S004,R2012,2012,3,Pages 21-30,ovrigt,21,24,658
R2012_S005_C001,R2012_S005,R2012,2012,1,antal beviljade hemtjänsttimmar som en indikation på vård­ och omsorgsbehov. Andelen personer med,omsorgsinsatser_och_boende,25,30,960
R2012_S005_C002,R2012_S005,R2012,2012,2,antal beviljade hemtjänsttimmar som en indikation på vård­ och omsorgsbehov. Andelen personer med,omsorgsinsatser_och_boende,25,30,1019
