report_id,year,heading_index,heading,source,printed_page,estimated_pdf_page,toc_pdf_page,theme
R2010,2010,25,Riskförebyggande arbete,xlsx_heading_search,,6,,lakemedel_och_patientsakerhet
R2010,2010,26,Särskilt boende,xlsx_heading_search,,6,,omsorgsinsatser_och_boende
R2010,2010,27,Särskilt boende som helhet,xlsx_heading_search,,6,,omsorgsinsatser_och_boende
R2010,2010,28,Smärtskattning sista levnadsveckan,xlsx_heading_search,,6,,ovrigt
R2010,2010,29,Social samvaro och aktivitet i hemtjänst,xlsx_heading_search,,6,,omsorgsinsatser_och_boende
R2010,2010,30,Social samvaro och aktivitet inom särskilt boende,xlsx_heading_search,,6,,omsorgsinsatser_och_boende
R2010,2010,31,Väntetid till särskilt boende,xlsx_heading_search,,6,,omsorgsinsatser_och_boende
R2010,2010,32,Vård och omsorg vid specifika behov,xlsx_heading_search,,6,,ovrigt
R2010,2010,33,Avvikelse från standardkostnad,xlsx_heading_search,,7,,ovrigt
R2010,2010,34,Bakgrundsindikatorer,xlsx_heading_search,,7,,metod_indikatorer_och_datakallor
R2010,2010,35,Förskrivning av läkemedel med antikolinerga effekter,xlsx_heading_search,,7,,lakemedel_och_patientsakerhet
R2010,2010,36,Förskrivning av riskfyllda läkemedelskombinationer,xlsx_heading_search,,7,,lakemedel_och_patientsakerhet
R2010,2010,37,Personal med vård- och omsorgsutbildning på gymnasienivå,xlsx_heading_search,,7,,personal_kompetens_och_resurser
R2010,2010,38,Personalkontinuitet inom hemtjänsten,xlsx_heading_search,,7,,omsorgsinsatser_och_boende
R2010,2010,39,Samtidig förskrivning av tio eller fler läkemedel,xlsx_heading_search,,7,,lakemedel_och_patientsakerhet
R2010,2010,40,Samtidig förskrivning av tre eller fler psykofarmaka,xlsx_heading_search,,7,,ovrigt
R2010,2010,41,Standardkostnad,xlsx_heading_search,,7,,ovrigt
R2010,2010,42,"i äldreomsorgen. I de indikatorer som redovisas synliggörs könsrelaterade skillnader i resultat med hjälp av könsuppdelad statistik. Indikatorer och datakällor Till mycket stor del avser vården och omsorgen om äldre, personer som är",toc,80,80,17,metod_indikatorer_och_datakallor
R2010,2010,43,Pages 1-10,fallback_10_page,,1,,ovrigt
R2010,2010,44,Pages 11-20,fallback_10_page,,11,,ovrigt
R2010,2010,45,Pages 21-30,fallback_10_page,,21,,ovrigt
R2010,2010,46,Pages 31-40,fallback_10_page,,31,,ovrigt
R2010,2010,47,Pages 41-50,fallback_10_page,,41,,ovrigt
R2010,2010,48,Pages 51-60,fallback_10_page,,51,,ovrigt
R2010,2010,49,Pages 61-70,fallback_10_page,,61,,ovrigt
R2010,2010,50,Pages 71-80,fallback_10_page,,71,,ovrigt
R2010,2010,51,Pages 81-90,fallback_10_page,,81,,ovrigt
R2010,2010,52,Pages 91-100,fallback_10_page,,91,,ovrigt
R2010,2010,53,Pages 101-110,fallback_10_page,,101,,ovrigt
R2010,2010,54,Pages 111-120,fallback_10_page,,111,,ovrigt
R2010,2010,55,Pages 121-130,fallback_10_page,,121,,ovrigt
R2010,2010,56,Pages 131-140,fallback_10_page,,131,,ovrigt
R2010,2010,57,Pages 141-150,fallback_10_page,,141,,ovrigt
R2011,2011,1,dikator från det nationella kvalitetsregistret Senior Alert. Tre läkemedelsindikatorer har tagits bort och Inledning KapItel,toc,1,1,11,brukarperspektiv_och_kvalitet
R2011,2011,2,"t olkning av resultat, indikatorer och datakällor KapItel",toc,2,2,15,metod_indikatorer_och_datakallor
R2011,2011,3,Bemötande,xlsx_heading_search,,5,,brukarperspektiv_och_kvalitet
R2011,2011,4,Bemötande och inflytande,xlsx_heading_search,,5,,brukarperspektiv_och_kvalitet
R2011,2011,5,Fall,xlsx_heading_search,,5,,lakemedel_och_patientsakerhet
R2011,2011,6,"Fall, undernäring och trycksår",xlsx_heading_search,,5,,lakemedel_och_patientsakerhet
R2011,2011,7,Mat och aktivitet,xlsx_heading_search,,5,,brukarperspektiv_och_kvalitet
R2011,2011,8,Stöd i särskilda situationer,xlsx_heading_search,,5,,ovrigt
R2011,2011,9,Tillgänglighet,xlsx_heading_search,,5,,ovrigt
R2011,2011,10,Trycksår,xlsx_heading_search,,5,,lakemedel_och_patientsakerhet
R2011,2011,11,Trygghet,xlsx_heading_search,,5,,brukarperspektiv_och_kvalitet
R2011,2011,12,Undernäring,xlsx_heading_search,,5,,lakemedel_och_patientsakerhet
R2011,2011,13,De äldres bedömning av omsorgen i sin helhet,xlsx_heading_search,,7,,ovrigt
R2011,2011,14,Delaktighet och inflytande,xlsx_heading_search,,7,,brukarperspektiv_och_kvalitet
R2011,2011,15,Hälsa och psykiskt välbefinnande,xlsx_heading_search,,7,,psykisk_halsa_ensamhet_alkohol
R2011,2011,16,Kostnader,xlsx_heading_search,,7,,personal_kompetens_och_resurser
R2011,2011,17,Läkemedel,xlsx_heading_search,,7,,lakemedel_och_patientsakerhet
R2011,2011,18,Läkemedelsgenomgångar,xlsx_heading_search,,7,,lakemedel_och_patientsakerhet
R2011,2011,19,Mat och måltidsmiljö,xlsx_heading_search,,7,,brukarperspektiv_och_kvalitet
R2011,2011,20,Omfattningen av kommunernas insatser,xlsx_heading_search,,7,,ovrigt
R2011,2011,21,Personalkontinuitet och utbildning,xlsx_heading_search,,7,,personal_kompetens_och_resurser
R2011,2011,22,Riskfylld läkemedelsbehandling,xlsx_heading_search,,7,,lakemedel_och_patientsakerhet
R2011,2011,23,Sammantagen resultatindikator,xlsx_heading_search,,7,,jamlikhet_och_minoritetsperspektiv
R2011,2011,24,Stöd i livets slutskede,xlsx_heading_search,,7,,ovrigt
R2011,2011,25,"och delfrågorna redovisas i form av andelen äldre som uppgav att de var mycket nöjda med olika aspekter av omsorgen. Andelen mycket nöjda beräknas utifrån an- delen som svarade 8-10 på den 10-gradiga skalan, där",toc,10,10,16,brukarperspektiv_och_kvalitet
R2011,2011,26,Pages 1-10,fallback_10_page,,1,,ovrigt
R2011,2011,27,Pages 11-20,fallback_10_page,,11,,ovrigt
R2011,2011,28,Pages 21-30,fallback_10_page,,21,,ovrigt
R2011,2011,29,Pages 31-40,fallback_10_page,,31,,ovrigt
R2011,2011,30,Pages 41-50,fallback_10_page,,41,,ovrigt
R2011,2011,31,Pages 51-60,fallback_10_page,,51,,ovrigt
R2011,2011,32,Pages 61-70,fallback_10_page,,61,,ovrigt
R2011,2011,33,Pages 71-80,fallback_10_page,,71,,ovrigt
R2011,2011,34,Pages 81-90,fallback_10_page,,81,,ovrigt
R2011,2011,35,Pages 91-100,fallback_10_page,,91,,ovrigt
R2011,2011,36,Pages 101-110,fallback_10_page,,101,,ovrigt
R2011,2011,37,Pages 111-120,fallback_10_page,,111,,ovrigt
R2011,2011,38,Pages 121-130,fallback_10_page,,121,,ovrigt
R2011,2011,39,Pages 131-140,fallback_10_page,,131,,ovrigt
R2011,2011,40,Pages 141-150,fallback_10_page,,141,,ovrigt
R2011,2011,41,Pages 151-160,fallback_10_page,,151,,ovrigt
R2011,2011,42,Pages 161-168,fallback_10_page,,161,,ovrigt
R2012,2012,1,Äldres psykiska hälsa,xlsx_heading_search,,7,,psykisk_halsa_ensamhet_alkohol
R2012,2012,2,Behov och individuell anpassning,xlsx_heading_search,,7,,ovrigt
R2012,2012,3,Bemötande,xlsx_heading_search,,7,,brukarperspektiv_och_kvalitet
R2012,2012,4,Boendemiljö,xlsx_heading_search,,7,,ovrigt
R2012,2012,5,De äldres bedömning av omsorgen i sin helhet,xlsx_heading_search,,7,,ovrigt
R2012,2012,6,Demens och Alzheimers sjukdom,xlsx_heading_search,,7,,ovrigt
R2012,2012,7,"Fall, undernäring och trycksår",xlsx_heading_search,,7,,lakemedel_och_patientsakerhet
R2012,2012,8,Inflytande och delaktighet,xlsx_heading_search,,7,,brukarperspektiv_och_kvalitet
R2012,2012,9,Information,xlsx_heading_search,,7,,brukarperspektiv_och_kvalitet
R2012,2012,10,Kontinuitet och tid,xlsx_heading_search,,7,,personal_kompetens_och_resurser
R2012,2012,11,Kostnader,xlsx_heading_search,,7,,personal_kompetens_och_resurser
R2012,2012,12,Läkemedel,xlsx_heading_search,,7,,lakemedel_och_patientsakerhet
R2012,2012,13,Mat och måltidsmiljö,xlsx_heading_search,,7,,brukarperspektiv_och_kvalitet
R2012,2012,14,Sammanhållen vård och omsorg,xlsx_heading_search,,7,,sammanhallen_vard_och_samverkan
R2012,2012,15,Stöd i livets slutskede,xlsx_heading_search,,7,,ovrigt
R2012,2012,16,Stöd och hjälp efter stroke,xlsx_heading_search,,7,,ovrigt
R2012,2012,17,Tillgänglighet till vård och omsorg,xlsx_heading_search,,7,,ovrigt
R2012,2012,18,Trygghet,xlsx_heading_search,,7,,brukarperspektiv_och_kvalitet
R2012,2012,19,Urininkontinens,xlsx_heading_search,,7,,ovrigt
R2012,2012,20,Utevistelser och sociala aktiviteter,xlsx_heading_search,,7,,brukarperspektiv_och_kvalitet
R2012,2012,21,antal beviljade hemtjänsttimmar som en indikation på vård­ och omsorgsbehov. Andelen personer med,toc,25,25,16,omsorgsinsatser_och_boende
R2012,2012,22,betyder att kommunens värde för indikatorn hör till de 25 procent av kommunerna med bäst värden i för ­ hållande till de andra kommunerna. Rött får de,toc,25,25,15,metod_indikatorer_och_datakallor
R2012,2012,23,samtidigt mellan två och elva procent. Behandlingen ökar risken för fall och andra biverkningar. Förebyggande åtgärder > Förebyggande åtgärder har genomförts för cirka,toc,60,60,9,lakemedel_och_patientsakerhet
R2012,2012,24,tens omfattning och den egna verksamhetens utform ­ ning. Av kommunerna och stadsdelarna besvarade,toc,98,98,18,ovrigt
R2012,2012,25,Pages 1-10,fallback_10_page,,1,,ovrigt
R2012,2012,26,Pages 11-20,fallback_10_page,,11,,ovrigt
R2012,2012,27,Pages 21-30,fallback_10_page,,21,,ovrigt
R2012,2012,28,Pages 31-40,fallback_10_page,,31,,ovrigt
R2012,2012,29,Pages 41-50,fallback_10_page,,41,,ovrigt
R2012,2012,30,Pages 51-60,fallback_10_page,,51,,ovrigt
R2012,2012,31,Pages 61-70,fallback_10_page,,61,,ovrigt
R2012,2012,32,Pages 71-80,fallback_10_page,,71,,ovrigt
R2012,2012,33,Pages 81-90,fallback_10_page,,81,,ovrigt
R2012,2012,34,Pages 91-100,fallback_10_page,,91,,ovrigt
R2012,2012,35,Pages 101-110,fallback_10_page,,101,,ovrigt
R2012,2012,36,Pages 111-120,fallback_10_page,,111,,ovrigt
R2012,2012,37,Pages 121-130,fallback_10_page,,121,,ovrigt
R2012,2012,38,Pages 131-140,fallback_10_page,,131,,ovrigt
R2012,2012,39,Pages 141-150,fallback_10_page,,141,,ovrigt
R2012,2012,40,Pages 151-160,fallback_10_page,,151,,ovrigt
R2013,2013,1,eller fler psykofarmaka. I kommuntabellen i bilaga,toc,1,3,18,ovrigt
R2013,2013,2,Användning av antipsykotiska läkemedel hos äldre i hemtjänst och särskilt boende,xlsx_heading_search,,7,,omsorgsinsatser_och_boende
R2013,2013,3,Brytpunktssamtal,xlsx_heading_search,,7,,ovrigt
R2013,2013,4,Demenssjukdom,xlsx_heading_search,,7,,ovrigt
R2013,2013,5,Eftersamtal,xlsx_heading_search,,7,,ovrigt
R2013,2013,6,"Fall, undernäring, trycksår och munhälsa",xlsx_heading_search,,7,,lakemedel_och_patientsakerhet
R2013,2013,7,Förebyggande åtgärder för fall,xlsx_heading_search,,7,,lakemedel_och_patientsakerhet
R2013,2013,8,Förebyggande åtgärder för munhälsa,xlsx_heading_search,,7,,munhalsa_och_tandvard
R2013,2013,9,Förebyggande åtgärder för trycksår,xlsx_heading_search,,7,,lakemedel_och_patientsakerhet
R2013,2013,10,Förebyggande åtgärder för undernäring,xlsx_heading_search,,7,,lakemedel_och_patientsakerhet
R2013,2013,11,Gruppen mest sjuka äldre,xlsx_heading_search,,7,,ovrigt
R2013,2013,12,Indikatorer för sammanhållen vård och omsorg,xlsx_heading_search,,7,,sammanhallen_vard_och_samverkan
R2013,2013,13,Indikatorutveckling för sammanhållen vård och omsorg,xlsx_heading_search,,7,,sammanhallen_vard_och_samverkan
R2013,2013,14,Läkemedel,xlsx_heading_search,,7,,lakemedel_och_patientsakerhet
R2013,2013,15,Läkemedel som bör undvikas,xlsx_heading_search,,7,,lakemedel_och_patientsakerhet
R2013,2013,16,Läkemedelsgenomgångar,xlsx_heading_search,,7,,lakemedel_och_patientsakerhet
R2013,2013,17,Palliativ vård och omsorg,xlsx_heading_search,,7,,kommunal_halso_och_sjukvard
R2013,2013,18,Psykisk ohälsa,xlsx_heading_search,,7,,psykisk_halsa_ensamhet_alkohol
R2013,2013,19,Rehabilitering,xlsx_heading_search,,7,,kommunal_halso_och_sjukvard
R2013,2013,20,Rehabilitering efter höftfraktur,xlsx_heading_search,,7,,kommunal_halso_och_sjukvard
R2013,2013,21,Rehabilitering och funktionsförmåga efter stroke,xlsx_heading_search,,7,,kommunal_halso_och_sjukvard
R2013,2013,22,Sammanhållen vård och omsorg,xlsx_heading_search,,7,,sammanhallen_vard_och_samverkan
R2013,2013,23,Smärtlindring,xlsx_heading_search,,7,,ovrigt
R2013,2013,24,Smärtskattning sista levnadsveckan,xlsx_heading_search,,7,,ovrigt
R2013,2013,25,Tio eller fler läkemedel,xlsx_heading_search,,7,,lakemedel_och_patientsakerhet
R2013,2013,26,Trygghet,xlsx_heading_search,,7,,brukarperspektiv_och_kvalitet
R2013,2013,27,Trygghet i hemmet med stöd av hemtjänsten,xlsx_heading_search,,7,,omsorgsinsatser_och_boende
R2013,2013,28,Trygghet i särskilt boende,xlsx_heading_search,,7,,omsorgsinsatser_och_boende
R2013,2013,29,Behovsbedömning och planering,xlsx_heading_search,,8,,ovrigt
R2013,2013,30,Bemötande,xlsx_heading_search,,8,,brukarperspektiv_och_kvalitet
R2013,2013,31,Boendemiljö,xlsx_heading_search,,8,,ovrigt
R2013,2013,32,De äldres bedömning av omsorgen i sin helhet,xlsx_heading_search,,8,,ovrigt
R2013,2013,33,Hänsyn till åsikter och önskemål,xlsx_heading_search,,8,,ovrigt
R2013,2013,34,Inflytande och delaktighet,xlsx_heading_search,,8,,brukarperspektiv_och_kvalitet
R2013,2013,35,Kommunens information på webben,xlsx_heading_search,,8,,brukarperspektiv_och_kvalitet
R2013,2013,36,Måltidsmiljön i särskilt boende,xlsx_heading_search,,8,,omsorgsinsatser_och_boende
R2013,2013,37,Mat och måltidsmiljö,xlsx_heading_search,,8,,brukarperspektiv_och_kvalitet
R2013,2013,38,Maten i särskilt boende,xlsx_heading_search,,8,,omsorgsinsatser_och_boende
R2013,2013,39,Möjlighet att framföra synpunkter eller klagomål,xlsx_heading_search,,8,,ovrigt
R2013,2013,40,Möjlighet att påverka tider,xlsx_heading_search,,8,,ovrigt
R2013,2013,41,Omsorg och social samvaro,xlsx_heading_search,,8,,brukarperspektiv_och_kvalitet
R2013,2013,42,Personalkontinuitet i hemtjänsten,xlsx_heading_search,,8,,omsorgsinsatser_och_boende
R2013,2013,43,Sociala aktiviteter i särskilt boende,xlsx_heading_search,,8,,omsorgsinsatser_och_boende
R2013,2013,44,Tillräckligt med tid,xlsx_heading_search,,8,,ovrigt
R2013,2013,45,Trivsam utomhusmiljö,xlsx_heading_search,,8,,ovrigt
R2013,2013,46,Trivsamma gemensamma utrymmen,xlsx_heading_search,,8,,ovrigt
R2013,2013,47,Utevistelser för personer i särskilt boende,xlsx_heading_search,,8,,omsorgsinsatser_och_boende
R2013,2013,48,Utevistelser och sociala aktiviteter,xlsx_heading_search,,8,,brukarperspektiv_och_kvalitet
R2013,2013,49,Utvecklingsarbete inom området mat och måltidsmiljö,xlsx_heading_search,,8,,brukarperspektiv_och_kvalitet
R2013,2013,50,Väntetid till särskilt boende,xlsx_heading_search,,8,,omsorgsinsatser_och_boende
R2013,2013,51,Kort om årets resultat,toc,7,9,7,ovrigt
R2013,2013,52,Sammanfattning,toc,7,9,7,jamlikhet_och_minoritetsperspektiv
R2013,2013,53,den vård och omsorg äldre får.,toc,8,10,10,ovrigt
R2013,2013,54,Inledning,toc,8,10,7,ovrigt
R2013,2013,55,Förändringar i årets rapport,toc,9,11,7,ovrigt
R2013,2013,56,I63 Cerebral infarkt 12,toc,9,11,17,ovrigt
R2013,2013,57,Analysera resultatet lokalt och regionalt,toc,10,12,7,ovrigt
R2013,2013,58,"år återinskrivs cirka 20 procent, och oftast inom",toc,10,12,9,ovrigt
R2013,2013,59,ofta flera vårdkontakter. Syftet med förändringarna är att bättre spegla en sammanhållen vård och omsorg.,toc,10,12,12,sammanhallen_vard_och_samverkan
R2013,2013,60,Relativa jämförelser,toc,10,12,7,ovrigt
R2013,2013,61,Tolkning av resultat,toc,10,12,7,metod_indikatorer_och_datakallor
R2013,2013,62,Gruppindelad statistik,toc,11,13,7,ovrigt
R2013,2013,63,Äldres hälsa,toc,12,14,7,ovrigt
R2013,2013,64,enskilt drivna verksamheter.,toc,12,14,14,ovrigt
R2013,2013,65,Gruppen mest sjuka äldre,toc,14,16,7,ovrigt
R2013,2013,66,"Kvinnor 85+ år 48,5 11,0 Källa: SCB:s Undersökningarna om levnadsförhållanden (ULF).",toc,14,16,16,jamlikhet_och_minoritetsperspektiv
R2013,2013,67,Psykisk ohälsa,toc,14,16,7,psykisk_halsa_ensamhet_alkohol
R2013,2013,68,skl.se * Nationellt centrum för suicidforskning och prevention av psykisk ohälsa,toc,15,17,17,psykisk_halsa_ensamhet_alkohol
R2013,2013,69,Demenssjukdom,toc,16,18,7,ovrigt
R2013,2013,70,Sammanhållen vård och omsorg,toc,18,20,7,sammanhallen_vard_och_samverkan
R2013,2013,71,"Fall, undernäring, trycksår och munhälsa",toc,20,22,7,lakemedel_och_patientsakerhet
R2013,2013,72,Indikatorer för sammanhållen vård och omsorg,toc,20,22,7,sammanhallen_vard_och_samverkan
R2013,2013,73,Förebyggande åtgärder för fall,toc,21,23,7,lakemedel_och_patientsakerhet
R2013,2013,74,Förebyggande åtgärder för munhälsa,toc,22,24,7,munhalsa_och_tandvard
R2013,2013,75,Förebyggande åtgärder för trycksår,toc,22,24,7,lakemedel_och_patientsakerhet
R2013,2013,76,Förebyggande åtgärder för undernäring,toc,22,24,7,lakemedel_och_patientsakerhet
R2013,2013,77,Rehabilitering,toc,22,24,7,kommunal_halso_och_sjukvard
R2013,2013,78,Rehabilitering och funktionsförmåga efter stroke,toc,23,25,7,kommunal_halso_och_sjukvard
R2013,2013,79,Rehabilitering efter höftfraktur,toc,24,26,7,kommunal_halso_och_sjukvard
R2013,2013,80,Palliativ vård och omsorg,toc,25,27,7,kommunal_halso_och_sjukvard
R2013,2013,81,Smärtlindring,toc,26,28,7,ovrigt
R2013,2013,82,Smärtskattning sista levnadsveckan,toc,26,28,7,ovrigt
R2013,2013,83,Brytpunktssamtal,toc,27,29,7,ovrigt
R2013,2013,84,Eftersamtal,toc,27,29,7,ovrigt
R2013,2013,85,Läkemedel,toc,27,29,7,lakemedel_och_patientsakerhet
R2013,2013,86,Läkemedelsgenomgångar,toc,27,29,7,lakemedel_och_patientsakerhet
R2013,2013,87,Läkemedel som bör undvikas,toc,28,30,7,lakemedel_och_patientsakerhet
R2013,2013,88,Tio eller fler läkemedel,toc,28,30,7,lakemedel_och_patientsakerhet
R2013,2013,89,Användning av antipsykotiska läkemedel hos äldre i hemtjänst och särskilt boende,toc,29,31,7,omsorgsinsatser_och_boende
R2013,2013,90,Trygghet,toc,29,31,7,brukarperspektiv_och_kvalitet
R2013,2013,91,Trygghet i särskilt boende,toc,29,31,7,omsorgsinsatser_och_boende
R2013,2013,92,Indikatorutveckling för sammanhållen vård och omsorg,toc,30,32,7,sammanhallen_vard_och_samverkan
R2013,2013,93,Trygghet i hemmet med stöd av hemtjänsten,toc,30,32,7,omsorgsinsatser_och_boende
R2013,2013,94,Boendemiljö,toc,33,35,8,ovrigt
R2013,2013,95,Mat och måltidsmiljö,toc,34,36,8,brukarperspektiv_och_kvalitet
R2013,2013,96,Trivsamma gemensamma utrymmen. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .34 Trivsam utomhusmiljö,toc,34,36,8,ovrigt
R2013,2013,97,Måltidsmiljön i särskilt boende,toc,35,37,8,omsorgsinsatser_och_boende
R2013,2013,98,Maten i särskilt boende,toc,35,37,8,omsorgsinsatser_och_boende
R2013,2013,99,Utvecklingsarbete inom området mat och måltidsmiljö,toc,35,37,8,brukarperspektiv_och_kvalitet
R2013,2013,100,Sociala aktiviteter i särskilt boende,toc,36,38,8,omsorgsinsatser_och_boende
R2013,2013,101,Utevistelser och sociala aktiviteter,toc,36,38,8,brukarperspektiv_och_kvalitet
R2013,2013,102,"Tillräcklig med tid, hemtjänst",toc,37,39,8,omsorgsinsatser_och_boende
R2013,2013,103,"Tillräcklig med tid, särskilt boende",toc,37,39,8,omsorgsinsatser_och_boende
R2013,2013,104,Tillräckligt med tid,toc,37,39,8,ovrigt
R2013,2013,105,Utevistelser för personer i särskilt boende,toc,37,39,8,omsorgsinsatser_och_boende
R2013,2013,106,Hänsyn till åsikter och önskemål,toc,38,40,8,ovrigt
R2013,2013,107,Inflytande och delaktighet,toc,38,40,8,brukarperspektiv_och_kvalitet
R2013,2013,108,Bemötande,toc,39,41,8,brukarperspektiv_och_kvalitet
R2013,2013,109,Bemötande – hemtjänst,toc,39,41,8,omsorgsinsatser_och_boende
R2013,2013,110,Möjlighet att framföra synpunkter eller klagomål,toc,39,41,8,ovrigt
R2013,2013,111,Möjlighet att påverka tider,toc,39,41,8,ovrigt
R2013,2013,112,Bemötande i hemtjänst,xlsx_heading_search,,42,,omsorgsinsatser_och_boende
R2013,2013,113,Bemötande i särskilt boende,xlsx_heading_search,,43,,omsorgsinsatser_och_boende
R2013,2013,114,Bemötande – särskilt boende,toc,41,43,8,omsorgsinsatser_och_boende
R2013,2013,115,De äldres bedömning av omsorgen i sin helhet,toc,41,43,8,ovrigt
R2013,2013,116,Behovsbedömning och planering,toc,43,45,8,ovrigt
R2013,2013,117,Kommunens information på webben,toc,44,46,8,brukarperspektiv_och_kvalitet
R2013,2013,118,Personalkontinuitet i hemtjänsten,toc,44,46,8,omsorgsinsatser_och_boende
R2013,2013,119,Väntetid till särskilt boende,toc,44,46,8,omsorgsinsatser_och_boende
R2013,2013,120,Beskrivning av bakgrundsindikatorer,toc,47,49,8,metod_indikatorer_och_datakallor
R2013,2013,121,Referenser/litteraturlista,toc,49,51,8,ovrigt
R2013,2013,122,lande till de andra kommunerna. Rött får de 25 procent av kommunerna med sämst värde och gult är de,toc,50,52,12,ovrigt
R2013,2013,123,13 äldres hälsa År 2012 var den återstående medellivslängden vid,toc,65,67,15,demografi_och_aktuell_utveckling
R2013,2013,124,tningar och brytpunktssamtal. • Av alla inläggningar på sjukhus för personer över,toc,65,67,9,ovrigt
R2013,2013,125,Syftet med detta avsnitt är att ge en översiktlig beskriv- ning av de äldres hälsa med fokus på åldrarna över,toc,80,82,14,ovrigt
R2013,2013,126,"Bra självskattad hälsa, utan besvär av ängslan oro eller ångest samt utan besvär av ensamhet 97",toc,96,98,17,psykisk_halsa_ensamhet_alkohol
R2014,2014,1,Äldre i Sverige och världen,xlsx_heading_search,,7,,ovrigt
R2014,2014,2,Äldres hälsoproblem,xlsx_heading_search,,7,,ovrigt
R2014,2014,3,Äldres livssituation och hälsa,xlsx_heading_search,,7,,demografi_och_aktuell_utveckling
R2014,2014,4,Bättre liv för sjuka äldre,xlsx_heading_search,,7,,ovrigt
R2014,2014,5,Betalningsansvar och utskrivningsklara,xlsx_heading_search,,7,,sammanhallen_vard_och_samverkan
R2014,2014,6,Demenssjukdom,xlsx_heading_search,,7,,ovrigt
R2014,2014,7,Fall och fallskador,xlsx_heading_search,,7,,lakemedel_och_patientsakerhet
R2014,2014,8,"Fall, undernäring, trycksår och munhälsa",xlsx_heading_search,,7,,lakemedel_och_patientsakerhet
R2014,2014,9,Frakturer på lår och höft,xlsx_heading_search,,7,,ovrigt
R2014,2014,10,Friska äldre,xlsx_heading_search,,7,,ovrigt
R2014,2014,11,"Hälso- och sjukvård i ordinärt boende, eller ”hemsjukvård”",xlsx_heading_search,,7,,omsorgsinsatser_och_boende
R2014,2014,12,Indikatorer för sammanhållen vård och omsorg,xlsx_heading_search,,7,,sammanhallen_vard_och_samverkan
R2014,2014,13,Indikatorutveckling inom området sammanhållen vård och omsorg,xlsx_heading_search,,7,,sammanhallen_vard_och_samverkan
R2014,2014,14,Påverkbar sjukhusvård för äldre,xlsx_heading_search,,7,,ovrigt
R2014,2014,15,Psykisk ohälsa,xlsx_heading_search,,7,,psykisk_halsa_ensamhet_alkohol
R2014,2014,16,Rehabilitering och funktionsförmåga efter stroke,xlsx_heading_search,,7,,kommunal_halso_och_sjukvard
R2014,2014,17,Riskförebyggande vård och omsorg,xlsx_heading_search,,7,,lakemedel_och_patientsakerhet
R2014,2014,18,Sammanhållen vård och omsorg,xlsx_heading_search,,7,,sammanhallen_vard_och_samverkan
R2014,2014,19,"Självständighet, rehabilitering och hjälpmedel",xlsx_heading_search,,7,,kommunal_halso_och_sjukvard
R2014,2014,20,Stroke,xlsx_heading_search,,7,,ovrigt
R2014,2014,21,Utmaningar och möjligheter,xlsx_heading_search,,7,,jamlikhet_och_minoritetsperspektiv
R2014,2014,22,Vård i livets slut,xlsx_heading_search,,7,,ovrigt
R2014,2014,23,Webbkollen,xlsx_heading_search,,7,,ovrigt
R2014,2014,24,Användning av antipsykotiska läkemedel hos äldre,xlsx_heading_search,,8,,lakemedel_och_patientsakerhet
R2014,2014,25,Bedömning av hemtjänsten i sin helhet,xlsx_heading_search,,8,,omsorgsinsatser_och_boende
R2014,2014,26,Bemötande,xlsx_heading_search,,8,,brukarperspektiv_och_kvalitet
R2014,2014,27,Boendemiljön,xlsx_heading_search,,8,,ovrigt
R2014,2014,28,De äldres bedömning av omsorgen i sin helhet,xlsx_heading_search,,8,,ovrigt
R2014,2014,29,Hänsyn till åsikter och önskemål,xlsx_heading_search,,8,,ovrigt
R2014,2014,30,Hemtjänst,xlsx_heading_search,,8,,omsorgsinsatser_och_boende
R2014,2014,31,Indikatorer för omsorg och stöd i ordinärt boende,xlsx_heading_search,,8,,omsorgsinsatser_och_boende
R2014,2014,32,Indikatorer för stöd och hjälp i särskilt boende,xlsx_heading_search,,8,,omsorgsinsatser_och_boende
R2014,2014,33,Indikatorer i Öppna jämförelser,xlsx_heading_search,,8,,metod_indikatorer_och_datakallor
R2014,2014,34,Inflytande och delaktighet,xlsx_heading_search,,8,,brukarperspektiv_och_kvalitet
R2014,2014,35,Kommunens ansvar och utförare,xlsx_heading_search,,8,,ovrigt
R2014,2014,36,Kommunens information på webben,xlsx_heading_search,,8,,brukarperspektiv_och_kvalitet
R2014,2014,37,Läkemedel,xlsx_heading_search,,8,,lakemedel_och_patientsakerhet
R2014,2014,38,Mat och måltidsmiljö,xlsx_heading_search,,8,,brukarperspektiv_och_kvalitet
R2014,2014,39,Möjlighet att framföra synpunkter eller klagomål,xlsx_heading_search,,8,,ovrigt
R2014,2014,40,Möjlighet att påverka tider,xlsx_heading_search,,8,,ovrigt
R2014,2014,41,Olämpliga läkemedel,xlsx_heading_search,,8,,lakemedel_och_patientsakerhet
R2014,2014,42,Omsorg och stöd i ordinärt och särskilt boende,xlsx_heading_search,,8,,omsorgsinsatser_och_boende
R2014,2014,43,Personalkontinuitet,xlsx_heading_search,,8,,personal_kompetens_och_resurser
R2014,2014,44,Sammanfattande resultat från undersökningen Vad tycker de äldre om äldreomsorgen?,xlsx_heading_search,,8,,jamlikhet_och_minoritetsperspektiv
R2014,2014,45,Särskilt boende,xlsx_heading_search,,8,,omsorgsinsatser_och_boende
